Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Dec-10,12,December,2010,908,1426,801,11,66
SAN,"San Diego, CA: San Diego International",Dec-10,12,December,2010,558,830,475,2,74
SEA,"Seattle, WA: Seattle/Tacoma International",Dec-10,12,December,2010,586,630,634,5,47
SFO,"San Francisco, CA: San Francisco International",Dec-10,12,December,2010,599,1375,2613,4,114
SLC,"Salt Lake City, UT: Salt Lake City International",Dec-10,12,December,2010,717,1352,945,8,93
TPA,"Tampa, FL: Tampa International",Dec-10,12,December,2010,463,492,211,10,50
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Jan-11,1,January,2011,1196,1971,2083,4,142
BOS,"Boston, MA: Logan International",Jan-11,1,January,2011,532,667,686,7,73
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Jan-11,1,January,2011,428,743,370,4,55
CLT,"Charlotte, NC: Charlotte Douglas International",Jan-11,1,January,2011,431,550,728,4,60
DCA,"Washington, DC: Ronald Reagan Washington National",Jan-11,1,January,2011,331,314,348,4,38
DEN,"Denver, CO: Denver International",Jan-11,1,January,2011,903,1491,1065,18,69
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Jan-11,1,January,2011,708,1168,867,2,148
DTW,"Detroit, MI: Detroit Metro Wayne County",Jan-11,1,January,2011,407,554,413,1,50
EWR,"Newark, NJ: Newark Liberty International",Jan-11,1,January,2011,322,404,1071,2,59
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Jan-11,1,January,2011,460,454,461,8,57
IAD,"Washington, DC: Washington Dulles International",Jan-11,1,January,2011,288,401,254,1,24
IAH,"Houston, TX: George Bush Intercontinental/Houston",Jan-11,1,January,2011,537,611,1416,12,82
JFK,"New York, NY: John F. Kennedy International",Jan-11,1,January,2011,438,583,624,4,34
LAS,"Las Vegas, NV: McCarran International",Jan-11,1,January,2011,662,979,446,13,64
LAX,"Los Angeles, CA: Los Angeles International",Jan-11,1,January,2011,859,1121,975,20,76
LGA,"New York, NY: LaGuardia",Jan-11,1,January,2011,388,414,746,1,67
MCO,"Orlando, FL: Orlando International",Jan-11,1,January,2011,671,755,710,17,68
MDW,"Chicago, IL: Chicago Midway International",Jan-11,1,January,2011,383,700,303,16,45
MIA,"Miami, FL: Miami International",Jan-11,1,January,2011,415,384,466,1,85
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Jan-11,1,January,2011,494,742,805,4,63
ORD,"Chicago, IL: Chicago O'Hare International",Jan-11,1,January,2011,783,1901,2423,6,145
PDX,"Portland, OR: Portland International",Jan-11,1,January,2011,272,346,270,3,23
PHL,"Philadelphia, PA: Philadelphia International",Jan-11,1,January,2011,335,427,673,2,68
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Jan-11,1,January,2011,742,992,612,20,47
SAN,"San Diego, CA: San Diego International",Jan-11,1,January,2011,437,527,223,10,33
SEA,"Seattle, WA: Seattle/Tacoma International",Jan-11,1,January,2011,493,449,690,7,44
SFO,"San Francisco, CA: San Francisco International",Jan-11,1,January,2011,476,915,1335,7,79
SLC,"Salt Lake City, UT: Salt Lake City International",Jan-11,1,January,2011,545,799,539,5,57
TPA,"Tampa, FL: Tampa International",Jan-11,1,January,2011,374,423,339,19,51
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Feb-11,2,Febuary,2011,1048,1788,2008,5,131
BOS,"Boston, MA: Logan International",Feb-11,2,Febuary,2011,416,589,463,1,41
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Feb-11,2,Febuary,2011,315,493,293,6,43
CLT,"Charlotte, NC: Charlotte Douglas International",Feb-11,2,Febuary,2011,380,472,723,3,48
DCA,"Washington, DC: Ronald Reagan Washington National",Feb-11,2,Febuary,2011,279,272,314,2,46
DEN,"Denver, CO: Denver International",Feb-11,2,Febuary,2011,810,1496,1288,4,88
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Feb-11,2,Febuary,2011,746,1628,1358,6,197
DTW,"Detroit, MI: Detroit Metro Wayne County",Feb-11,2,Febuary,2011,359,443,339,3,32
EWR,"Newark, NJ: Newark Liberty International",Feb-11,2,Febuary,2011,314,447,934,4,67
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Feb-11,2,Febuary,2011,332,349,309,4,35
IAD,"Washington, DC: Washington Dulles International",Feb-11,2,Febuary,2011,285,434,296,0,32
IAH,"Houston, TX: George Bush Intercontinental/Houston",Feb-11,2,Febuary,2011,484,676,990,2,98
JFK,"New York, NY: John F. Kennedy International",Feb-11,2,Febuary,2011,341,468,657,3,24
LAS,"Las Vegas, NV: McCarran International",Feb-11,2,Febuary,2011,637,988,802,6,53
LAX,"Los Angeles, CA: Los Angeles International",Feb-11,2,Febuary,2011,770,1191,1514,7,85
LGA,"New York, NY: LaGuardia",Feb-11,2,Febuary,2011,344,382,907,1,90
MCO,"Orlando, FL: Orlando International",Feb-11,2,Febuary,2011,580,657,601,10,60
MDW,"Chicago, IL: Chicago Midway International",Feb-11,2,Febuary,2011,255,505,256,9,26
MIA,"Miami, FL: Miami International",Feb-11,2,Febuary,2011,361,361,288,4,68
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Feb-11,2,Febuary,2011,407,472,544,1,53
ORD,"Chicago, IL: Chicago O'Hare International",Feb-11,2,Febuary,2011,928,2156,2535,2,150
PDX,"Portland, OR: Portland International",Feb-11,2,Febuary,2011,222,316,206,1,14
PHL,"Philadelphia, PA: Philadelphia International",Feb-11,2,Febuary,2011,257,283,588,2,50
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Feb-11,2,Febuary,2011,685,1025,1111,9,69
SAN,"San Diego, CA: San Diego International",Feb-11,2,Febuary,2011,368,562,432,4,35
SEA,"Seattle, WA: Seattle/Tacoma International",Feb-11,2,Febuary,2011,405,451,600,5,37
SFO,"San Francisco, CA: San Francisco International",Feb-11,2,Febuary,2011,397,748,1422,1,70
SLC,"Salt Lake City, UT: Salt Lake City International",Feb-11,2,Febuary,2011,430,571,495,3,51
TPA,"Tampa, FL: Tampa International",Feb-11,2,Febuary,2011,321,351,283,1,37
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Mar-11,3,March,2011,1460,3026,3022,10,119
BOS,"Boston, MA: Logan International",Mar-11,3,March,2011,531,643,920,1,42
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Mar-11,3,March,2011,368,642,305,6,33
CLT,"Charlotte, NC: Charlotte Douglas International",Mar-11,3,March,2011,468,559,850,5,24
DCA,"Washington, DC: Ronald Reagan Washington National",Mar-11,3,March,2011,361,364,474,1,27
DEN,"Denver, CO: Denver International",Mar-11,3,March,2011,776,1471,919,6,57
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Mar-11,3,March,2011,742,1197,749,3,78
DTW,"Detroit, MI: Detroit Metro Wayne County",Mar-11,3,March,2011,360,495,359,1,30
EWR,"Newark, NJ: Newark Liberty International",Mar-11,3,March,2011,413,594,1376,3,36
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Mar-11,3,March,2011,425,443,452,2,33
IAD,"Washington, DC: Washington Dulles International",Mar-11,3,March,2011,296,451,296,0,15
IAH,"Houston, TX: George Bush Intercontinental/Houston",Mar-11,3,March,2011,512,1022,768,6,39
JFK,"New York, NY: John F. Kennedy International",Mar-11,3,March,2011,410,489,682,2,24
LAS,"Las Vegas, NV: McCarran International",Mar-11,3,March,2011,664,1071,739,9,31
LAX,"Los Angeles, CA: Los Angeles International",Mar-11,3,March,2011,898,1376,1490,9,39
LGA,"New York, NY: LaGuardia",Mar-11,3,March,2011,360,429,979,0,52
MCO,"Orlando, FL: Orlando International",Mar-11,3,March,2011,615,821,732,6,49
MDW,"Chicago, IL: Chicago Midway International",Mar-11,3,March,2011,290,604,215,6,17
MIA,"Miami, FL: Miami International",Mar-11,3,March,2011,361,461,484,3,26
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Mar-11,3,March,2011,448,583,582,1,29
ORD,"Chicago, IL: Chicago O'Hare International",Mar-11,3,March,2011,863,1788,2215,4,80
PDX,"Portland, OR: Portland International",Mar-11,3,March,2011,259,384,243,3,7
PHL,"Philadelphia, PA: Philadelphia International",Mar-11,3,March,2011,324,402,524,4,37
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Mar-11,3,March,2011,723,1149,812,6,29
SAN,"San Diego, CA: San Diego International",Mar-11,3,March,2011,416,573,460,2,36
SEA,"Seattle, WA: Seattle/Tacoma International",Mar-11,3,March,2011,471,541,536,4,19
SFO,"San Francisco, CA: San Francisco International",Mar-11,3,March,2011,497,1105,2426,4,61
SLC,"Salt Lake City, UT: Salt Lake City International",Mar-11,3,March,2011,434,752,490,4,20
TPA,"Tampa, FL: Tampa International",Mar-11,3,March,2011,389,427,420,5,26
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Apr-11,4,April,2011,1290,2895,2356,4,149
BOS,"Boston, MA: Logan International",Apr-11,4,April,2011,556,770,1180,2,59
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Apr-11,4,April,2011,424,811,552,12,55
CLT,"Charlotte, NC: Charlotte Douglas International",Apr-11,4,April,2011,499,796,942,4,48
DCA,"Washington, DC: Ronald Reagan Washington National",Apr-11,4,April,2011,352,465,548,1,34
DEN,"Denver, CO: Denver International",Apr-11,4,April,2011,716,1447,1058,6,87
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Apr-11,4,April,2011,888,1591,1669,2,201
DTW,"Detroit, MI: Detroit Metro Wayne County",Apr-11,4,April,2011,394,580,382,0,43
EWR,"Newark, NJ: Newark Liberty International",Apr-11,4,April,2011,503,783,2383,4,75
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Apr-11,4,April,2011,424,485,450,3,29
IAD,"Washington, DC: Washington Dulles International",Apr-11,4,April,2011,355,570,415,1,26
IAH,"Houston, TX: George Bush Intercontinental/Houston",Apr-11,4,April,2011,615,1011,1244,6,49
JFK,"New York, NY: John F. Kennedy International",Apr-11,4,April,2011,422,587,1090,3,46
LAS,"Las Vegas, NV: McCarran International",Apr-11,4,April,2011,705,1107,810,12,38
LAX,"Los Angeles, CA: Los Angeles International",Apr-11,4,April,2011,905,1299,1600,8,71
LGA,"New York, NY: LaGuardia",Apr-11,4,April,2011,363,661,1562,2,96
MCO,"Orlando, FL: Orlando International",Apr-11,4,April,2011,654,887,689,13,45
MDW,"Chicago, IL: Chicago Midway International",Apr-11,4,April,2011,391,846,279,7,45
MIA,"Miami, FL: Miami International",Apr-11,4,April,2011,312,411,396,0,89
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Apr-11,4,April,2011,424,539,601,1,53
ORD,"Chicago, IL: Chicago O'Hare International",Apr-11,4,April,2011,1046,2509,3527,4,167
PDX,"Portland, OR: Portland International",Apr-11,4,April,2011,229,337,320,3,9
PHL,"Philadelphia, PA: Philadelphia International",Apr-11,4,April,2011,374,477,894,4,71
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Apr-11,4,April,2011,727,1137,887,13,45
